"year","name","type"
1999,"the cast of Third Watch","performer"
1999,"Joe Torre","performer"
1999,"Rudy Giuliani","performer"
1999,"Wild Orchid","performer"
1999,"and Florence Henderson","performer"
2000,"Baha Men","performer"
2000,"The Corrs","performer"
2000,"Jo Dee Messina","performer"
2000,"BBMak","performer"
2000,"Kenny Chesney","performer"
2000,"Jennifer Day","performer"
2000,"Sara Evans","performer"
2000,"Jo Dee Messina","performer"
2000,"Aaron Carter","performer"
2000,"LFO","performer"
2000,"Innocence","performer"
2000,"Rascal Flatts","performer"
2000,"Mikaila","performer"
2000,"Tito Puente Jr.","performer"
2000,"Emeril Lagasse","performer"
2000,"Ann Hampton Callaway","performer"
2000,"Miss America 2001 Angela Perez Baraquio","performer"
2000,"Jeff Corwin","performer"
2000,"Steve Burns from Blue's Clues","performer"
2000,"Ronald McDonald","performer"
2000,"The Cast of Sesame Street","performer"
2000,"the cast of Passions","performer"
2000,"Barney","performer"
2000,"Baby Bop & BJ","performer"
2000,"Joe Torre and Andrea McArdle","performer"
2001,"Tony Bennett","performer"
2001,"Betty Buckley","performer"
2001,"Boyz II Men","performer"
2001,"Jeff Corwin","performer"
2001,"Tim Curry and the cast of A Christmas Carol","performer"
2001,"Usher","performer"
2001,"Billy Gilman","performer"
2001,"O-Town","performer"
2001,"LMNT","performer"
2001,"Kenny G","performer"
2001,"Billy Ray Cyrus","performer"
2001,"Jon Secada","performer"
2001,"Florence Henderson","performer"
2001,"Valerie Harper","performer"
2001,"Charles Nelson Reilly","performer"
2001,"Charlotte Church","performer"
2001,"Lilian Garcia","performer"
2001,"Miss Universe 2001 Denise Quiñones","performer"
2001,"The Cast of Sesame Street","performer"
2001,"Barney","performer"
2001,"BJ and Baby Bop","performer"
2001,"the cast of Scrubs","performer"
2001,"Ronald McDonald","performer"
2001,"The Wiggles","performer"
2001,"The cast of Blue's Clues Live","performer"
2001,"Joey McIntyre","performer"
2001,"Willard Scott","performer"
2001,"The Big Apple Circus","performer"
2001,"Rudy Giuliani and the Heroes of New York City and Daniel Rodriguez","performer"
2002,"Ashanti","performer"
2002,"LeeAnn Womack","performer"
2002,"Josh Groban","performer"
2002,"Baha Men","performer"
2002,"Matt Gallant & Jeff Corwin","performer"
2002,"Michael Feinstein","performer"
2002,"Mario","performer"
2002,"No Secrets","performer"
2002,"Natural","performer"
2002,"Play","performer"
2002,"Jill Hennessy","performer"
2002,"F. Murray Abraham","performer"
2002,"Kermit the Frog and Miss Piggy","performer"
2002,"Jamie-Lynn Sigler","performer"
2002,"Vince McMahon","performer"
2002,"Good Morning","performer"
2002,"Miami cast","performer"
2002,"Justin Guarini","performer"
2002,"Joe Lawrence","performer"
2002,"Matt Gallant","performer"
2002,"Jeff Corwin","performer"
2002,"Patty Duke","performer"
2002,"Judy Kaye","performer"
2002,"Eric Martsolf","performer"
2002,"Joe from Blue's Clues","performer"
2002,"Barney","performer"
2002,"BJ and Baby Bop","performer"
2002,"and The Wiggles & their Friends","performer"
2003,"Hilary Duff","performer"
2003,"Chicago","performer"
2003,"Aaron Carter","performer"
2003,"Mýa","performer"
2003,"Kool and the Gang","performer"
2003,"Matt Gallant & Jeff Corwin","performer"
2003,"Stacie Orrico","performer"
2003,"Ruben Studdard","performer"
2003,"Clay Aiken","performer"
2003,"Judy Collins","performer"
2003,"Barney","performer"
2003,"BJ and Baby Bop","performer"
2003,"Simple Plan","performer"
2003,"Peter Nero","performer"
2003,"Ann Hampton Callaway","performer"
2003,"Peter Cincotti","performer"
2003,"Old Crow Medicine Show","performer"
2003,"A Christmas Carol cast","performer"
2003,"Loonette from The Big Comfy Couch","performer"
2003,"Harry Connick Jr.","performer"
2003,"The Wiggles","performer"
2003,"Bernie Williams","performer"
2003,"and Harvey Fierstein","performer"
2004,"Kelsey Grammer","performer"
2004,"Brooke Shields","performer"
2004,"Jimmy Smits","performer"
2004,"Andrea Bocelli","performer"
2004,"Fantasia Barrino","performer"
2004,"Tony Shalhoub","performer"
2004,"Joe Namath","performer"
2004,"Tony Dorsett","performer"
2004,"Passions cast","performer"
2004,"Chitty Chitty Bang Bang cast","performer"
2004,"The Cast of Sesame Street","performer"
2004,"Deborah Voigt","performer"
2004,"Steve Irwin","performer"
2004,"Bering Strait","performer"
2004,"Nikki Cox","performer"
2004,"Miss USA Shandi Finnessey","performer"
2004,"Jennifer Finnigan","performer"
2004,"Josh Cooke","performer"
2004,"Barenaked Ladies","performer"
2004,"Gavin DeGraw","performer"
2004,"Peter Cetera","performer"
2004,"José Feliciano","performer"
2004,"Ryan Cabrera","performer"
2004,"Nina Sky","performer"
2004,"Barney","performer"
2004,"BJ and Baby Bop","performer"
2004,"Hi-5","performer"
2004,"Raven-Symoné","performer"
2004,"Hayley Westenra and Jeff Timmons","performer"
2005,"Harry Connick Jr.","performer"
2005,"Adrien Brody","performer"
2005,"Amy Grant","performer"
2005,"Christina Applegate","performer"
2005,"LeAnn Rimes","performer"
2005,"Disney Characters","performer"
2005,"John Krasinski","performer"
2005,"Rainn Wilson","performer"
2005,"Aaron Neville","performer"
2005,"Brian McKnight","performer"
2005,"Peter Reckell","performer"
2005,"Carrie Underwood","performer"
2005,"Kristin Chenoweth","performer"
2005,"The Cast of Sesame Street","performer"
2005,"Tommy Tune","performer"
2005,"The Beach Boys","performer"
2005,"Jai Rodriguez","performer"
2005,"Miss USA Chelsea Cooley","performer"
2005,"Jeff Corwin","performer"
2005,"Keegan-Michael Key","performer"
2005,"Aly & AJ","performer"
2005,"B5","performer"
2005,"Natasha Bedingfield","performer"
2005,"The Cheetah Girls","performer"
2005,"Rita Coolidge","performer"
2005,"The Click Five","performer"
2005,"Tiffany Evans","performer"
2005,"Michael Feinstein","performer"
2005,"Brie Larson","performer"
2005,"Puffy AmiYumi","performer"
2005,"and Rihanna","performer"
2006,"Julie Andrews","performer"
2006,"Laurie Berkner","performer"
2006,"Chris Brown","performer"
2006,"RBD","performer"
2006,"Cheyenne","performer"
2006,"Ciara","performer"
2006,"Miley Cyrus","performer"
2006,"Diana DeGarmo","performer"
2006,"Gloria Estefan","performer"
2006,"Renee Fleming","performer"
2006,"Big Apple Circus","performer"
2006,"The Cast of Sesame Street","performer"
2006,"Natalie Grant","performer"
2006,"Hall & Oates","performer"
2006,"High School Musical cast","performer"
2006,"Jonas Brothers","performer"
2006,"Josh Kelley","performer"
2006,"Darlene Love","performer"
2006,"Barry Manilow","performer"
2006,"Characters from Foster's Home for Imaginary Friends","performer"
2006,"Sarah McLachlan","performer"
2006,"Tara Conner","performer"
2006,"Sandi Patty","performer"
2006,"John Tartaglia","performer"
2006,"Ali Larter","performer"
2006,"Denise Van Outen","performer"
2006,"and Connie Britton","performer"
2007,"Ashley Tisdale","performer"
2007,"Bindi Irwin","performer"
2007,"Terri Irwin","performer"
2007,"Corbin Bleu","performer"
2007,"Dolly Parton","performer"
2007,"Good Charlotte","performer"
2007,"Barbie","performer"
2007,"Jonas Brothers","performer"
2007,"Lifehouse","performer"
2007,"Menudo","performer"
2007,"Ne-Yo","performer"
2007,"The Cast of Sesame Street","performer"
2007,"Nikki Blonsky","performer"
2007,"Characters from Foster's Home for Imaginary Friends","performer"
2007,"Kay Hanley","performer"
2007,"Sarah Brightman","performer"
2007,"Jonathan Groff","performer"
2007,"Lea Michele","performer"
2007,"Wynonna Judd","performer"
2007,"and Jordin Sparks","performer"
2008,"Kristin Chenoweth","performer"
2008,"Darius Rucker","performer"
2008,"James Taylor","performer"
2008,"Charice Pempengco","performer"
2008,"Miranda Cosgrove","performer"
2008,"Miley Cyrus","performer"
2008,"David Archuleta","performer"
2008,"Kermit the Frog","performer"
2008,"Shontelle","performer"
2008,"Idina Menzel","performer"
2008,"Trace Adkins","performer"
2008,"Lang Lang with the ""Sesame Street"" cast","performer"
2008,"Characters from Foster's Home for Imaginary Friends","performer"
2008,"Rick Astley","performer"
2008,"Ashanti","performer"
2008,"Andy Williams","performer"
2008,"Harry Connick Jr.","performer"
2008,"Faith Hill","performer"
2008,"Push Play","performer"
2008,"and The Clique Girlz","performer"
2009,"Tiffany Thornton","performer"
2009,"Kermit the Frog","performer"
2009,"Keke Palmer","performer"
2009,"Andrea Bocelli","performer"
2009,"Bello Nock","performer"
2009,"Big Apple Circus","performer"
2009,"Boys Like Girls","performer"
2009,"Alan Cumming","performer"
2009,"Billy Currington","performer"
2009,"Yo Gabba Gabba! cast","performer"
2009,"Jimmy Fallon and The Roots","performer"
2009,"Gloria Gaynor","performer"
2009,"Emily Hughes","performer"
2009,"Jane Krakowski","performer"
2009,"Katharine McPhee","performer"
2009,"The Cast of Sesame Street","performer"
2009,"Mitchel Musso","performer"
2009,"Pizzarelli Quartet","performer"
2009,"Jay Sean","performer"
2009,"Ziggy Marley","performer"
2009,"and Carly Simon","performer"
2010,"Kylie Minogue","performer"
2010,"Carrie Underwood","performer"
2010,"Kanye West","performer"
2010,"Jessica Simpson","performer"
2010,"Gladys Knight","performer"
2010,"india.arie","performer"
2010,"Big Time Rush","performer"
2010,"Big Apple Circus","performer"
2010,"Arlo Guthrie","performer"
2010,"Betty Buckley","performer"
2010,"Ann Hampton Callaway","performer"
2010,"Miranda Cosgrove","performer"
2010,"Isabella Collins","performer"
2010,"Gloriana","performer"
2010,"Michael Grimm","performer"
2010,"Juanes","performer"
2010,"Keri Hilson","performer"
2010,"Eric Hutchinson","performer"
2010,"Victoria Justice","performer"
2010,"Mannheim Steamroller","performer"
2010,"Jimmy Fallon and The Roots","performer"
2010,"Sesame Street cast and The Muppets","performer"
2010,"Kyle Swann","performer"
2010,"Rima Fakih","performer"
2010,"the cast of Power Rangers Samurai","performer"
2010,"Crystal Shawanda","performer"
2010,"Joan Rivers","performer"
2010,"and Melissa Rivers","performer"
2011,"Rodney Atkins","performer"
2011,"Big Apple Circus","performer"
2011,"Mary J. Blige","performer"
2011,"Cobra Starship","performer"
2011,"Neil Diamond","performer"
2011,"Michael Feinstein","performer"
2011,"The Fresh Beat Band","performer"
2011,"Cee Lo Green","performer"
2011,"Avril Lavigne","performer"
2011,"Shelby Lynne","performer"
2011,"Mannheim Steamroller","performer"
2011,"China Anne McClain","performer"
2011,"Scotty McCreery","performer"
2011,"Ingrid Michaelson","performer"
2011,"The Cast and Muppets of Sesame Street","performer"
2011,"Savannah Outen","performer"
2011,"the cast of Power Rangers Samurai","performer"
2011,"Daniel Radcliffe","performer"
2011,"Miss America 2011 Teresa Scanlan","performer"
2011,"Willard Scott","performer"
2011,"Sarah Smithson","performer"
2011,"Straight No Chaser","performer"
2011,"United States Naval Academy Glee Club","performer"
2011,"Johnny Weir","performer"
2011,"Zendaya and the Nickelodeon Queens","performer"
2012,"Kareem Abdul-Jabbar","performer"
2012,"Trace Adkins","performer"
2012,"Flo Rida","performer"
2012,"the Big Apple Circus","performer"
2012,"Colbie Caillat","performer"
2012,"Teresa Castillo","performer"
2012,"Rachel Crow","performer"
2012,"Thirza Defoe","performer"
2012,"Jimmy Fallon and The Roots","performer"
2012,"Whoopi Goldberg","performer"
2012,"Chris Isaak","performer"
2012,"Carly Rae Jepsen","performer"
2012,"Karmin","performer"
2012,"Christian Laettner","performer"
2012,"Sandra Lee","performer"
2012,"Mannheim Steamroller","performer"
2012,"Jennette McCurdy","performer"
2012,"Don McLean","performer"
2012,"Megan & Liz","performer"
2012,"Olivia Culpo","performer"
2012,"the cast of Sesame Street","performer"
2012,"Neon Trees","performer"
2012,"the cast of Power Rangers Megaforce","performer"
2012,"Cody Simpson","performer"
2012,"Gabby Douglas","performer"
2012,"McKayla Maroney","performer"
2012,"Aly Raisman","performer"
2012,"Kyla Ross and Jordyn Wieber","performer"
2012,"PS22 Chorus","performer"
2012,"The Wanted","performer"
2012,"Geoffrey Zakarian","performer"
2012,"and The Kidz Bop Kids.","performer"
2013,"The cast of NBC's The Sound of Music Live!","performer"
2013,"Debby Ryan","performer"
2013,"Big Apple Circus","performer"
2013,"Cherokee National Youth Choir","performer"
2013,"the cast of The Sunny Side Up Show","performer"
2013,"Cirque du Soleil","performer"
2013,"Gavin DeGraw","performer"
2013,"Brett Eldredge","performer"
2013,"Fall Out Boy","performer"
2013,"The Summer Set","performer"
2013,"Jimmy Fallon and The Roots","performer"
2013,"the cast of Sesame Street","performer"
2013,"Fifth Harmony","performer"
2013,"Florida Georgia Line","performer"
2013,"Goo Goo Dolls","performer"
2013,"Ariana Grande","performer"
2013,"Jack Hanna","performer"
2013,"Megan Hilty","performer"
2013,"Joan Jett and the Blackhearts","performer"
2013,"Sharon Jones & The Dap-Kings","performer"
2013,"Sandra Lee","performer"
2013,"Cher Lloyd","performer"
2013,"Austin Mahone","performer"
2013,"Richard Simmons","performer"
2013,"Mannheim Steamroller","performer"
2013,"Miss America 2014 Nina Davuluri","performer"
2013,"Bart Oates","performer"
2013,"Amani Toomer and Hines Ward; Cam Neely and Mike Richter","performer"
2013,"Kristin Chenoweth","performer"
2013,"Kellie Pickler","performer"
2013,"and the cast of Duck Dynasty","performer"
2014,"The cast of NBC's Peter Pan Live!","performer"
2014,"the cast of Sesame Street","performer"
2014,"Renee Fleming","performer"
2014,"William Blake","performer"
2014,"Idina Menzel","performer"
2014,"Before You Exit","performer"
2014,"Becky G","performer"
2014,"MKTO","performer"
2014,"Needtobreathe","performer"
2014,"Sabrina Carpenter","performer"
2014,"Lucy Hale","performer"
2014,"KISS","performer"
2014,"Cole Swindell","performer"
2014,"Nick Jonas","performer"
2014,"The Madden Brothers","performer"
2014,"Quvenzhané Wallis","performer"
2014,"The Vamps","performer"
2014,"Meghan Trainor","performer"
2014,"Nia Sanchez","performer"
2014,"Romeo Santos and Pentatonix.","performer"
2015,"Gloria Estefan","performer"
2015,"The cast of NBC's The Wiz Live!","performer"
2015,"Jordin Sparks","performer"
2015,"the cast of Sesame Street with Questlove","performer"
2015,"Trey Songz","performer"
2015,"Jake Owen","performer"
2015,"Andy Grammer","performer"
2015,"Panic! at the Disco","performer"
2015,"Plain White T's","performer"
2015,"Shawn Mendes","performer"
2015,"Cirque du Soleil's Dreamseeker","performer"
2015,"Mipso","performer"
2015,"Daughtry","performer"
2015,"Sprout cast","performer"
2015,"Andra Day","performer"
2015,"Big Apple Circus","performer"
2015,"Sofia Carson","performer"
2015,"Rachel Platten","performer"
2015,"Prince Royce","performer"
2015,"the cast of School of Rock","performer"
2015,"MercyMe","performer"
2015,"Jennifer Nettles","performer"
2015,"Train","performer"
2015,"Pat Benatar & Neil Giraldo","performer"
2015,"and Mariah Carey","performer"
2016,"The Muppets","performer"
2016,"The cast of NBC's Hairspray Live!","performer"
2016,"Brett Eldredge","performer"
2016,"Chloe and Halle","performer"
2016,"Daya","performer"
2016,"De La Soul","performer"
2016,"Easton Corbin","performer"
2016,"Fitz and the Tantrums","performer"
2016,"Jacob Whitesides","performer"
2016,"Kelsea Ballerini","performer"
2016,"2016 Olympic Medalist Laurie Hernandez","performer"
2016,"Mikey Brannigan","performer"
2016,"Gianfranco Iannotta","performer"
2016,"Hannah McFadden","performer"
2016,"Tatyana McFadden","performer"
2016,"& Claressa Shields","performer"
2016,"Maddie and Tae","performer"
2016,"Aloe Blacc","performer"
2016,"Ben Rector","performer"
2016,"Regina Spektor","performer"
2016,"Lunchmoney Lewis","performer"
2016,"The cast of Sesame Street with Christopher Jackson","performer"
2016,"Grace VanderWaal","performer"
2016,"Tony Bennett","performer"
2016,"Timeflies","performer"
2016,"Michelle Carter","performer"
2016,"Sarah McLachlan","performer"
2016,"Diamante Electrico","performer"
2016,"and Johnnyswim","performer"
2017,"Gwen Stefani","performer"
2017,"The cast of Sesame Street with Leslie Odom Jr.","performer"
2017,"Olivia Holt","performer"
2017,"Andra Day","performer"
2017,"Common","performer"
2017,"Dustin Lynch","performer"
2017,"Naomi Galali","performer"
2017,"Bebe Rexha","performer"
2017,"Jimmy Fallon and The Roots","performer"
2017,"Andy Grammer","performer"
2017,"Wyclef Jean","performer"
2017,"Patti LaBelle","performer"
2017,"Sara Evans","performer"
2017,"98 Degrees","performer"
2017,"Flo Rida","performer"
2017,"Goo Goo Dolls","performer"
2017,"JoJo Siwa","performer"
2017,"Kat Graham","performer"
2017,"Miss America Cara Mund","performer"
2017,"Lauren Alaina","performer"
2017,"Smokey Robinson","performer"
2017,"Nicky Jam","performer"
2017,"Angelica Hale","performer"
2017,"Cam","performer"
2017,"Tom Colicchio and Padma Lakshmi","performer"
2018,"Bad Bunny","performer"
2018,"Barenaked Ladies","performer"
2018,"Bazzi","performer"
2018,"Ally Brooke","performer"
2018,"Kane Brown","performer"
2018,"Brynn Cartelli","performer"
2018,"Kelly Clarkson","performer"
2018,"Jack & Jack","performer"
2018,"John Legend","performer"
2018,"Leona Lewis","performer"
2018,"Ella Mai","performer"
2018,"Tegan Marie","performer"
2018,"Martina McBride","performer"
2018,"Rita Ora","performer"
2018,"Johnny Orlando","performer"
2018,"Luca Padovan","performer"
2018,"Carly Pearce","performer"
2018,"Pentatonix","performer"
2018,"Anika Noni Rose and the Cast and Muppets of Sesame Street","performer"
2018,"Diana Ross with her children and extended family","performer"
2018,"Sugarland","performer"
2018,"Ashley Tisdale","performer"
2018,"Mackenzie Ziegler","performer"
2019,"Celine Dion","performer"
2019,"Billy Porter","performer"
2019,"Jimmy Fallon and The Roots","performer"
2019,"Idina Menzel","performer"
2019,"Lea Michele","performer"
2019,"Ashanti","performer"
2019,"Black Eyed Peas","performer"
2019,"NHL Legends Dominic Moore and Eddie Olczyk","performer"
2019,"Ciara","performer"
2019,"Josh Dela Cruz","performer"
2019,"Debbie Gibson","performer"
2019,"Chris Janson","performer"
2019,"Chris Young","performer"
2019,"Chicago","performer"
2019,"Miss America 2019 Nia Franklin","performer"
2019,"former NASA Astronauts Kay Hire and Janet Kavandi","performer"
2019,"the cast of Sesame Street","performer"
2019,"NCT 127","performer"
2019,"Ozuna","performer"
2019,"Kelly Rowland","performer"
2019,"That Girl Lay Lay","performer"
2019,"Tenille Townes","performer"
2019,"and TLC","performer"
2020,"Dolly Parton","performer"
2020,"Jimmy Fallon and The Roots","performer"
2020,"Sofia Carson","performer"
2020,"Bebe Rexha","performer"
2020,"CNCO","performer"
2020,"Keke Palmer","performer"
2020,"Brett Young","performer"
2020,"Tori Kelly","performer"
2020,"Patti LaBelle","performer"
2020,"Lauren Alaina","performer"
2020,"Pentatonix","performer"
2020,"Karol G","performer"
2020,"Ally Brooke","performer"
2020,"Camille Schrier","performer"
2020,"AJR","performer"
2020,"Darlene Love","performer"
2020,"Goo Goo Dolls","performer"
2021,"The Cast and Muppets of Sesame Street","performer"
2021,"Steve","performer"
2021,"Joe","performer"
2021,"& Josh","performer"
2021,"Jon Batiste","performer"
2021,"Tai Verdes","performer"
2021,"Mickey Guyton","performer"
2021,"Foreigner","performer"
2021,"Jimmie Allen","performer"
2021,"Tauren Wells","performer"
2021,"Jordan Fisher","performer"
2021,"Girls5eva","performer"
2021,"Darren Criss","performer"
2021,"Andy Grammer","performer"
2021,"Kim Petras","performer"
2021,"Chris Lane","performer"
2021,"Rob Thomas","performer"
2021,"Nelly","performer"
2021,"Kelly Rowland","performer"
2021,"Aespa","performer"
2021,"Zoe Wees","performer"
2021,"Carrie Underwood","performer"
2022,"Mariah Carey","performer"
2022,"Betty Who","performer"
2022,"Fitz and the Tantrums","performer"
2022,"Jordin Sparks","performer"
2022,"The Cast and Muppets of Sesame Street","performer"
2022,"Paula Abdul","performer"
2022,"Ziggy Marley","performer"
2022,"Big Time Rush","performer"
2022,"Sean Paul","performer"
2022,"Gloria","performer"
2022,"Sasha & Emily Estefan","performer"
2022,"Joss Stone","performer"
2022,"Trombone Shorty & Orleans Avenue","performer"
2022,"Dionne Warwick","performer"
2022,"Kirk Franklin","performer"
2022,"Cam","performer"
2022,"Miss America Emma Broyles","performer"
2022,"the cast of Pitch Perfect: Bumper in Berlin","performer"
2022,"Blanco Brown","performer"
2022,"Fusion Winter Guard","performer"
2022," Charlie Brown","performer"
2022,"Ronald McDonald","performer"
2022,"Grimace","performer"
2022,"Hamburglar","performer"
2022,"Mickey Mouse","performer"
2022,"Minnie Mouse","performer"
2022,"and several of their fellow Disney characters","performer"
2022,"including some of the Disney Princesses","performer"
2023,"Cher","performer"
2023,"Disney's 100th Anniversary","performer"
2023,"Brandy Norwood","performer"
2023,"Chicago","performer"
2023,"ENHYPEN","performer"
2023,"Pentatonix","performer"
2023," Mickey Mouse","performer"
2023,"The cast of Sesame Street with Ashley Park","performer"
2023,"David Foster and Katharine McPhee","performer"
2023,"Jon Batiste","performer"
2023,"Bell Biv DeVoe","performer"
2023,"Manuel Turizo","performer"
2023,"Jessie James Decker","performer"
2023,"Alex Smith","performer"
2023,"En Vogue","performer"
2023,"JAX","performer"
2023,"Paul Russell","performer"
2023,"Amanda Shaw","performer"
2023,"Miss America Grace Stanke","performer"
2023,"Drew Holcomb and the Neighbors","performer"
